epoch,train_total,train_detectability,train_recon,train_nmse,val_total,val_detectability,val_recon,val_nmse,val_mae,lr,elapsed_sec
1.0,5.382138750805067,5.382138750805067,0.04580467625521124,0.024116018267231993,21.816438897445078,21.816438897445078,0.17153702979364122,0.12406533429166303,0.047471695983161526,5e-05,11.198198556900024
2.0,4.495501070861333,4.495501070861333,0.04351624483242631,0.022769962028639082,22.59464250860868,22.59464250860868,0.17134904065945497,0.12373639785510022,0.04761264321859926,5e-05,21.280925035476685
3.0,4.191740875320586,4.191740875320586,0.04406770866791097,0.023026984039267215,24.01394351041555,24.01394351041555,0.17099183066748083,0.12275335689191706,0.04823847458853076,5e-05,32.459311723709106
4.0,3.9127862119041197,3.9127862119041197,0.043510647115763273,0.022739610149292277,24.133685421719278,24.133685421719278,0.17132912322801228,0.12340243035287131,0.047926691971952096,5e-05,43.511414527893066
