epoch,train_total,train_detectability,train_recon,train_nmse,val_total,val_detectability,val_recon,val_nmse,val_mae,lr,elapsed_sec
1.0,0.505600981463772,0.505600981463772,0.009091283463446113,0.0018072849245481847,0.18376906584329805,0.18376906584329805,0.0041852807354492445,0.0004156963275211941,0.0037695844172655293,5e-05,40.93505311012268
2.0,0.3003930139113285,0.3003930139113285,0.006336595112613092,0.0010115762261511919,0.11746351374761341,0.11746351374761341,0.0007563570698645587,2.2407419290478477e-05,0.000733949650990932,5e-05,82.69558310508728
3.0,0.21938113865449968,0.21938113865449968,0.004199427178779539,0.0005050036344474999,0.11233379371300721,0.11233379371300721,0.001663855054115023,0.00012477975912285425,0.0015390752979631847,5e-05,126.63579106330872
4.0,0.15262586722539997,0.15262586722539997,0.0028555895491930035,0.00028334254391590246,0.2864924821411587,0.2864924821411587,0.001330554628414878,6.810545182815986e-05,0.0012624491753134256,5e-05,169.31825757026672
5.0,0.12477969671346625,0.12477969671346625,0.0021867235382766618,0.0002168912792020213,0.04638673411838324,0.04638673411838324,0.0010454279695598719,4.687419747521441e-05,0.0009985537716905432,5e-05,211.34340262413025
