epoch,train_loss,train_nmse,train_mae,val_loss,val_nmse,val_mae,time_sec
1,0.09097149968147278,0.05945819243788719,0.031513310968875885,0.07649590075016022,0.04850535839796066,0.027990540489554405,0.4132962226867676
