track_id,method,nmse_vs_admm,mae_vs_admm,output_peak,output_rms_db,detectability_vs_admm,peaq_odg_vs_admm
000148,input_reference,8.152070950018242e-05,0.00011950983025599271,1.0,-10.200709342956543,0.07962590334234876,
000148,admm,0.0,0.0,0.699999988079071,-10.20867919921875,0.0,
000148,dsp_fast,0.12515594065189362,0.09221915900707245,0.6457069516181946,-13.999998092651367,37.135900721895844,
000148,waveunet_stage1,0.1524147093296051,0.08238540589809418,0.9556833505630493,-10.80600643157959,33.213120989663324,
000148,vae_plain_cyclical,0.036492057144641876,0.04615536704659462,0.7592134475708008,-11.67878246307373,29.780822464636366,
000197,input_reference,0.00042122043669223785,0.0005596588598564267,1.0,-9.464865684509277,0.4329578990182984,
000197,admm,0.0,0.0,0.699999988079071,-9.496883392333984,0.0,
000197,dsp_fast,0.12783345580101013,0.10139457881450653,0.6404620409011841,-13.33499813079834,38.27383496100898,
000197,waveunet_stage1,0.15123394131660461,0.08984783291816711,1.0511980056762695,-10.002729415893555,35.037707218701414,
000197,vae_plain_cyclical,0.03703074902296066,0.0508221834897995,0.8401551246643066,-10.961114883422852,33.73165294139348,
000211,input_reference,0.00013842694170307368,0.00019377820717636496,1.0,-9.993165969848633,0.13777634091135282,
000211,admm,0.0,0.0,0.699999988079071,-10.005548477172852,0.0,
000211,dsp_fast,0.1294180154800415,0.09601933509111404,0.6394619345664978,-13.876872062683105,39.050711550235256,
000211,waveunet_stage1,0.11057388782501221,0.07250013947486877,1.0197360515594482,-10.539950370788574,30.551453165038584,
000211,vae_plain_cyclical,0.03615225479006767,0.04720195382833481,0.8272759914398193,-11.466883659362793,31.311014031940328,
000438,input_reference,0.00042892887722700834,0.0005692482809536159,1.0,-9.452737808227539,0.4096797056096081,
000438,admm,0.0,0.0,0.699999988079071,-9.485220909118652,0.0,
000438,dsp_fast,0.13193289935588837,0.10317691415548325,0.634758710861206,-13.400564193725586,40.19587753634671,
000438,waveunet_stage1,0.131270632147789,0.08543499559164047,1.029629111289978,-9.92546558380127,31.95242962230047,
000438,vae_plain_cyclical,0.036737579852342606,0.050772882997989655,0.8280816078186035,-10.94769287109375,33.245370822016916,
000643,input_reference,0.00021191121777519584,0.0002919204125646502,1.0,-9.796923637390137,0.19500904369212305,
000643,admm,0.0,0.0,0.699999988079071,-9.81481647491455,0.0,
000643,dsp_fast,0.13392235338687897,0.09988780319690704,0.632920503616333,-13.769941329956055,41.17119033969693,
000643,waveunet_stage1,0.11235428601503372,0.07593907415866852,1.0143303871154785,-10.285395622253418,29.92762550528219,
000643,vae_plain_cyclical,0.03620291128754616,0.048401910811662674,0.8096085786819458,-11.277311325073242,31.271529853843145,
000675,input_reference,0.0001730251096887514,0.00023876097111497074,1.0,-9.913949012756348,0.17054688444551788,
000675,admm,0.0,0.0,0.699999988079071,-9.928955078125,0.0,
000675,dsp_fast,0.1346532106399536,0.09874363243579865,0.6321021914482117,-13.898202896118164,41.5666876674658,
000675,waveunet_stage1,0.2053404152393341,0.09817218035459518,1.044699788093567,-10.483116149902344,37.83431923722506,
000675,vae_plain_cyclical,0.03677089139819145,0.04777560010552406,0.8148045539855957,-11.391626358032227,31.14356696779316,
001282,input_reference,0.0002119822020176798,0.0002962640137411654,1.0,-9.77749252319336,0.20618351195610493,
001282,admm,0.0,0.0,0.699999988079071,-9.795561790466309,0.0,
001282,dsp_fast,0.1357724368572235,0.10094138979911804,0.6303918957710266,-13.785280227661133,42.08298353432183,
001282,waveunet_stage1,0.17065337300300598,0.09172439575195312,1.0181281566619873,-10.362343788146973,34.214527010740966,
001282,vae_plain_cyclical,0.0373450331389904,0.04918370768427849,0.7833268642425537,-11.27426528930664,32.74035619447392,
