epoch,train_loss,train_nmse,val_loss,val_nmse
1,0.031345525421590234,0.016031763686720903,0.039086460620940976,0.02272815960944475
2,0.031121763937020052,0.01592158977044164,0.03894501162188438,0.022595906847467026
3,0.030889335125684737,0.01569791793973612,0.03882282956231696,0.02249439944886641
4,0.030966572073133043,0.015776623646670488,0.03878496043810931,0.022429497334330032
5,0.030511337528781345,0.015325981174052383,0.038856142091875275,0.022429675785679136
6,0.030506363968597724,0.015327482047820619,0.038659479690250007,0.022330630587384805
7,0.030828038587545355,0.015658443696447647,0.03854695625680809,0.02225550836471181
8,0.030652339038982367,0.015483707644161768,0.038503014158535125,0.02221248975887041
