epoch,train_loss,train_nmse,train_mae,val_loss,val_nmse,val_mae,time_sec
1,0.059237505339551716,0.03373923714117458,0.0254982682193319,0.1736482669211303,0.12580891440738923,0.04783935248075674,29.128029108047485
2,0.04594709075211237,0.02398612978615953,0.02196096089590962,0.17315656398423016,0.12526336094209303,0.047893203096464276,56.2419958114624
3,0.043948025535792114,0.022864959552146805,0.02108306606571811,0.17232917490182445,0.12399291138960204,0.04833626338125517,84.14933061599731
4,0.04367505195550621,0.02274136051933359,0.020933691454119982,0.17262354644481093,0.1249797748537579,0.04764377229924624,112.14576458930969
5,0.04269594085092346,0.022090368718102885,0.020605572167163095,0.17394612341498336,0.12694106153115475,0.04700506314014395,140.28690457344055
6,0.04237147271477928,0.021845658460321524,0.020525814217204848,0.17384491133658836,0.1267931900928185,0.04705172221874818,168.0405957698822
7,0.042276496461903054,0.02179736079260086,0.02047913568560034,0.17277790248626843,0.1254295242135413,0.04734837837750092,195.31836438179016
