epoch,beta_kl,free_bits_enabled,train_total,train_reconstruction,train_mrstft,train_kl_raw,train_kl,train_kl_weighted,train_l1,train_nmse,val_total,val_reconstruction,val_mrstft,val_kl_raw,val_kl,val_kl_weighted,val_l1,val_nmse,val_nmse_metric,val_mae_metric,val_loss,time
17,5e-05,True,2.0568434991051316,0.11119615230189851,1.8488697467413873,30.243000871473416,1935.552048965596,0.09677760244827978,0.04277964557210604,0.06841650672237158,2.6599259805548323,0.0863810306681054,2.510966026193493,19.555915431006923,1251.5786020048372,0.06257893010024183,0.03628193098887965,0.05009909965875712,0.05009909965875712,0.03628193098887965,2.6599259805548323,22.621591091156006
18,5e-05,True,1.9211345565904818,0.10642834854711733,1.7300062141570438,26.468749232501146,1693.999952501193,0.08469999762505971,0.04152905503423961,0.06489929355987673,2.5739222840293423,0.08398179372178984,2.434938366760264,17.188165533673633,1100.0425973410136,0.05500212986705059,0.03521393059374212,0.04876786312804772,0.04876786312804772,0.03521393059374212,2.5739222840293423,25.750223398208618
19,5e-05,True,1.9189261243954439,0.11003354354050372,1.7218669114676446,27.19552177388671,1740.5133975815488,0.08702566987907744,0.04210623321562491,0.06792731042877137,2.561155061472903,0.08609850862278388,2.4119103167738234,19.733199354056474,1262.924751826695,0.06314623759133474,0.03583092430790702,0.05026758433534549,0.05026758433534549,0.03583092430790702,2.561155061472903,25.21372961997986
20,5e-05,True,1.8894298644971403,0.10992306101310301,1.6938542361911708,26.76642748464151,1713.051357395937,0.08565256786979679,0.04180867555408997,0.06811438536748864,2.580119563328041,0.08445792350467744,2.438808770625146,17.766525491908357,1137.0576233497034,0.05685288116748515,0.035404274997475386,0.049053648056892246,0.049053648056892246,0.035404274997475386,2.580119563328041,22.969430685043335
21,0.0,True,1.7891285338724752,0.10793979397194477,1.6811887391534934,25.3416093443811,1621.863000796294,0.0,0.041636799943261096,0.06630299401878915,2.4588326327093353,0.08278773506018487,2.3760449020089682,16.005116112284608,1024.3274519364913,0.0,0.03480361897375558,0.04798411612736655,0.04798411612736655,0.03480361897375558,2.4588326327093353,22.490651845932007
22,1e-05,True,1.7366348372037668,0.10775487118983174,1.6131843121086618,24.524459324668285,1569.5653999399537,0.01569565399939956,0.04181694794955798,0.06593792326006281,2.388483466355355,0.08619720574754935,2.294130110806161,12.74396654865244,815.6139165857336,0.008156139165857341,0.0369481903470152,0.049249014991161584,0.049249014991161584,0.0369481903470152,2.388483466355355,26.062262296676636
23,2e-05,True,1.697466095446907,0.10480023913115144,1.565609460332954,21.137811732957086,1352.819949936582,0.027056398998731634,0.04190071718458081,0.06289952192430794,2.353661510970566,0.07989268017175434,2.2535873589279887,15.766779051377224,1009.0738662887405,0.02018147732577481,0.03422994705960973,0.04566273275394361,0.04566273275394361,0.03422994705960973,2.353661510970566,24.184311151504517
24,3e-05,True,1.6860864740285582,0.10525913488560147,1.5333200032967496,24.743405989283428,1583.5779833141394,0.0475073394994242,0.040915814570953966,0.06434332014149324,2.3603568974432054,0.08175778112650572,2.2397143431417237,20.252485334218203,1296.159060719249,0.03888477182157746,0.034551670252867456,0.04720611117043338,0.04720611117043338,0.034551670252867456,2.3603568974432054,21.842241287231445
25,4e-05,True,1.7211120171375958,0.10790317844980425,1.5455156259169458,26.44266139685237,1692.330332640791,0.06769321330563162,0.04161590949482573,0.06628726896239942,2.4320391655623257,0.08526221108059961,2.293316791673283,20.88287432508154,1336.5039682912302,0.05346015873164922,0.03550396203626316,0.04975824913644528,0.04975824913644528,0.03550396203626316,2.4320391655623257,22.491080045700073
26,5e-05,True,1.7734136196721597,0.11214907372377783,1.583044503156249,24.44376407993109,1564.4008966575107,0.07822004483287548,0.04231589741925715,0.06983317609673556,2.462928150381361,0.08431551118309681,2.2810346015862057,30.49313572736887,1951.5606702867444,0.0975780335143372,0.0344500812998676,0.049865429412450764,0.049865429412450764,0.0344500812998676,2.462928150381361,21.772181034088135
27,5e-05,True,1.7812456790194569,0.10708465603777612,1.5778140469217996,30.10843091308675,1926.9395863810385,0.09634697931905185,0.041762307226895334,0.0653223487515136,2.4168799702937784,0.09105798405605359,2.241709338767188,26.285200029939087,1682.2528295831366,0.08411264147915683,0.03814922403134815,0.052908759932596604,0.052908759932596604,0.03814922403134815,2.4168799702937784,22.15196657180786
28,5e-05,True,1.710295815233532,0.1114873562408871,1.5131309437720109,26.774225321107334,1713.5504205508694,0.08567752102754353,0.044007854140394556,0.06747950195454823,2.390967759129765,0.09468296071985266,2.169740011076351,39.54525090966906,2530.896099467854,0.1265448049733927,0.0394489961461379,0.05523396479886967,0.05523396479886967,0.0394489961461379,2.390967759129765,21.85359287261963
29,5e-05,True,1.663912841523311,0.10933810295376328,1.4793020389469496,23.522719577014207,1505.4540488761102,0.07527270244380557,0.04370465735901162,0.06563344560217256,2.322786346896664,0.09098413799490247,2.150778677437332,25.319854326300568,1620.470712179666,0.0810235356089833,0.03849540311065349,0.05248873498659212,0.05248873498659212,0.03849540311065349,2.322786346896664,21.89784836769104
30,5e-05,True,1.6496663090400645,0.10894849310180106,1.4664915395606244,23.195711927426604,1484.525568137606,0.07422627840688018,0.04357645411049307,0.06537203898141346,2.3593361305666494,0.08236372530214735,2.153567365565143,38.564076730183196,2468.100930769365,0.1234050465384682,0.0350414314358444,0.047322294009583335,0.047322294009583335,0.0350414314358444,2.3593361305666494,21.703444242477417
31,0.0,True,1.5604796461850048,0.10215919872481193,1.45832044931047,24.435483724789158,1563.87095871073,0.0,0.04027995210917664,0.0618792467467378,2.245566521044616,0.08108386810828042,2.1644826575622456,21.218056896230678,1357.9556310465048,0.0,0.03445354041612738,0.04663032761027852,0.04663032761027852,0.03445354041612738,2.245566521044616,22.330663919448853
32,1e-05,True,1.588873125167482,0.10240544763654669,1.4703545432641687,25.176771448902876,1611.3133696496566,0.016113133696496574,0.04090421856350079,0.06150122904088868,2.2542716294199554,0.08473977008527452,2.152260136964557,26.98704461671494,1727.170877100347,0.017271708771003466,0.03645638325302811,0.04828338706763564,0.04828338706763564,0.03645638325302811,2.2542716294199554,21.341466426849365
33,2e-05,True,1.6101194995333,0.10053970151708262,1.473009470845282,28.57057010098441,1828.5164913263611,0.03657032982652722,0.040090169572082175,0.06044953191036959,2.237244956768476,0.07875854925221794,2.128173624421214,23.681852939364674,1515.6385968805669,0.030312771937611324,0.03355309051962999,0.045205458927039914,0.045205458927039914,0.03355309051962999,2.237244956768476,22.437808752059937
34,3e-05,True,1.5988130713522355,0.10170326449699295,1.4427663751174096,28.30387019224534,1811.4476987881806,0.05434343096364532,0.04065659221454683,0.06104667241107499,2.2579016312138065,0.08281332872562357,2.119089193069018,29.166209901427173,1866.6374167138404,0.05599912250141519,0.035587467109927766,0.04722586156452423,0.04722586156452423,0.035587467109927766,2.2579016312138065,21.85916757583618
35,4e-05,True,1.6597709451538634,0.10663045157157726,1.4539857179836764,38.732335704889586,2478.869478790567,0.09915477915162266,0.041585080741173716,0.0650453707660891,2.2776226240854998,0.08178220879654963,2.1342887573844784,24.043615570435158,1538.791386279431,0.06155165545117726,0.03474180222294488,0.04704040650196455,0.04704040650196455,0.03474180222294488,2.2776226240854998,21.794140577316284
36,5e-05,True,1.6440456396396734,0.10643352642853263,1.4324866898981223,32.85169429196463,2102.508436468968,0.10512542182344842,0.0425470150848863,0.06388651130901549,2.2423740402682797,0.09016149933194066,2.0770450303187737,23.4898451763195,1503.3501204186744,0.07516750602093374,0.03848233870179443,0.051679160834832504,0.051679160834832504,0.03848233870179443,2.2423740402682797,22.136852979660034
37,5e-05,True,1.6059223867824195,0.10962432154403581,1.4157721582320266,25.1643476853491,1610.5182495927747,0.08052591247963879,0.044151544946914964,0.06547277662185717,2.320261679507874,0.08998612817990911,2.0801383204512542,46.9178861281374,3002.7446551899334,0.15013723275949667,0.03829845045130331,0.05168767787188619,0.05168767787188619,0.03829845045130331,2.320261679507874,22.69640851020813
38,5e-05,True,1.6116906797110164,0.10597297103499195,1.4243350044822947,25.432094685426588,1627.6540600294136,0.08138270300147067,0.04208804569287525,0.06388492537922118,2.2483933492676242,0.08591882855846332,2.079188653400966,26.026833376386662,1665.7173119429704,0.08328586559714853,0.03667365190583271,0.049245176928957086,0.049245176928957086,0.03667365190583271,2.2483933492676242,22.50711941719055
39,5e-05,True,1.6062646233544724,0.10321831170365629,1.4133234068375342,28.03840784627603,1794.4581044312333,0.08972290522156161,0.0417403473975174,0.06147796423440356,2.2494900482041493,0.08245009744724074,2.0765650493430567,28.273402625387842,1809.4977715041612,0.09047488857520808,0.035581768480139775,0.046868328956866656,0.046868328956866656,0.035581768480139775,2.2494900482041493,22.553786039352417
40,5e-05,True,1.604403715209657,0.10147089787213451,1.4235548774401348,24.805606424096098,1587.5588094399745,0.0793779404719987,0.04072146194369828,0.06074943597048798,2.191249194053503,0.08004456226314817,2.0715520876449545,12.391418365331797,793.0507706862229,0.03965253853431116,0.03452431305137637,0.04552024948809828,0.04552024948809828,0.03452431305137637,2.191249194053503,22.07357168197632
