epoch,train_loss,train_l1,train_nmse,train_mrstft,train_total,val_loss,val_nmse,val_mae,val_l1,val_mrstft,val_total,time
1,8.228087554098284,0.18444229718817182,1.2206376568373456,6.823007592483663,8.228087554098284,7.754441159112113,0.6801978058212406,0.12920954283122177,0.12920954283122177,6.9450337913010145,7.754441159112113,285.9304549694061
