epoch,train_loss,train_l1,train_nmse,train_mrstft,train_total,val_loss,val_nmse,val_mae,val_l1,val_mrstft,val_total,time
1,12.299876349840977,0.21850507203922714,3.2828509412532627,8.798520280409228,12.299876349840977,7.467742804324988,0.8182321118585991,0.6722615855661306,0.1289339322935451,6.520576766042998,7.467742804324988,11.882469177246094
2,6.6981475223866545,0.11557755240982817,0.7005009921484215,5.882068981495938,6.6981475223866545,6.099348790717848,0.6812725356130889,0.6076643685198794,0.11665722637465506,5.301419026923902,6.099348790717848,8.900596141815186
3,5.613405381062234,0.0932461313268011,0.4738356069076893,5.046323641326076,5.613405381062234,5.024113655090332,0.2946452981594837,0.3870194277378044,0.0742756226523356,4.655192736423377,5.024113655090332,9.187772512435913
4,5.214826485907385,0.09789834183084872,0.5304825228545093,4.586445610652598,5.214826485907385,5.020308783560088,0.5596904601111556,0.5745404615546718,0.11023753429904129,4.350380781925086,5.020308783560088,9.116531610488892
5,4.694417264110358,0.09287217458666758,0.4728932815004689,4.128651798233506,4.694417264110358,4.454941684549505,0.4018083621155132,0.46092317366238794,0.08862596185821475,3.9645073558344985,4.454941684549505,8.653209924697876
