step,lr,loss_total,loss_l1,loss_nmse,loss_mrstft,loss_objective,min_loss_so_far
43.0,0.001,0.029041821137070656,0.029041821137070656,0.0,0.0,0.029041821137070656,0.029023408889770508
44.0,0.001,0.02776433154940605,0.02776433154940605,0.0,0.0,0.02776433154940605,0.02776433154940605
45.0,0.001,0.026006199419498444,0.026006199419498444,0.0,0.0,0.026006199419498444,0.026006199419498444
46.0,0.001,0.0256824754178524,0.0256824754178524,0.0,0.0,0.0256824754178524,0.0256824754178524
47.0,0.001,0.025473814457654953,0.025473814457654953,0.0,0.0,0.025473814457654953,0.025473814457654953
48.0,0.001,0.023836754262447357,0.023836754262447357,0.0,0.0,0.023836754262447357,0.023836754262447357
49.0,0.001,0.024489905685186386,0.024489905685186386,0.0,0.0,0.024489905685186386,0.023836754262447357
50.0,0.001,0.02408112771809101,0.02408112771809101,0.0,0.0,0.02408112771809101,0.023836754262447357
51.0,0.001,0.027307026088237762,0.027307026088237762,0.0,0.0,0.027307026088237762,0.023836754262447357
52.0,0.001,0.03065669909119606,0.03065669909119606,0.0,0.0,0.03065669909119606,0.023836754262447357
53.0,0.001,0.02408573403954506,0.02408573403954506,0.0,0.0,0.02408573403954506,0.023836754262447357
54.0,0.001,0.022219199687242508,0.022219199687242508,0.0,0.0,0.022219199687242508,0.022219199687242508
55.0,0.001,0.021790148690342903,0.021790148690342903,0.0,0.0,0.021790148690342903,0.021790148690342903
56.0,0.001,0.021635934710502625,0.021635934710502625,0.0,0.0,0.021635934710502625,0.021635934710502625
57.0,0.001,0.02474144846200943,0.02474144846200943,0.0,0.0,0.02474144846200943,0.021635934710502625
58.0,0.001,0.029923591762781143,0.029923591762781143,0.0,0.0,0.029923591762781143,0.021635934710502625
59.0,0.001,0.021669356152415276,0.021669356152415276,0.0,0.0,0.021669356152415276,0.021635934710502625
60.0,0.001,0.019778139889240265,0.019778139889240265,0.0,0.0,0.019778139889240265,0.019778139889240265
61.0,0.001,0.020003249868750572,0.020003249868750572,0.0,0.0,0.020003249868750572,0.019778139889240265
62.0,0.001,0.022846538573503494,0.022846538573503494,0.0,0.0,0.022846538573503494,0.019778139889240265
63.0,0.001,0.029718153178691864,0.029718153178691864,0.0,0.0,0.029718153178691864,0.019778139889240265
64.0,0.001,0.021098395809531212,0.021098395809531212,0.0,0.0,0.021098395809531212,0.019778139889240265
65.0,0.001,0.019259225577116013,0.019259225577116013,0.0,0.0,0.019259225577116013,0.019259225577116013
66.0,0.001,0.018572639673948288,0.018572639673948288,0.0,0.0,0.018572639673948288,0.018572639673948288
67.0,0.001,0.018330302089452744,0.018330302089452744,0.0,0.0,0.018330302089452744,0.018330302089452744
68.0,0.001,0.02490224689245224,0.02490224689245224,0.0,0.0,0.02490224689245224,0.018330302089452744
69.0,0.001,0.024588502943515778,0.024588502943515778,0.0,0.0,0.024588502943515778,0.018330302089452744
70.0,0.001,0.019452447071671486,0.019452447071671486,0.0,0.0,0.019452447071671486,0.018330302089452744
71.0,0.001,0.020788639783859253,0.020788639783859253,0.0,0.0,0.020788639783859253,0.018330302089452744
72.0,0.001,0.022318650037050247,0.022318650037050247,0.0,0.0,0.022318650037050247,0.018330302089452744
73.0,0.001,0.024053122848272324,0.024053122848272324,0.0,0.0,0.024053122848272324,0.018330302089452744
74.0,0.001,0.02073308825492859,0.02073308825492859,0.0,0.0,0.02073308825492859,0.018330302089452744
75.0,0.001,0.020138833671808243,0.020138833671808243,0.0,0.0,0.020138833671808243,0.018330302089452744
76.0,0.001,0.022116318345069885,0.022116318345069885,0.0,0.0,0.022116318345069885,0.018330302089452744
77.0,0.001,0.021039355546236038,0.021039355546236038,0.0,0.0,0.021039355546236038,0.018330302089452744
78.0,0.001,0.0204792320728302,0.0204792320728302,0.0,0.0,0.0204792320728302,0.018330302089452744
79.0,0.001,0.02039620280265808,0.02039620280265808,0.0,0.0,0.02039620280265808,0.018330302089452744
80.0,0.001,0.019658731296658516,0.019658731296658516,0.0,0.0,0.019658731296658516,0.018330302089452744
81.0,0.001,0.022066639736294746,0.022066639736294746,0.0,0.0,0.022066639736294746,0.018330302089452744
82.0,0.001,0.019034845754504204,0.019034845754504204,0.0,0.0,0.019034845754504204,0.018330302089452744
83.0,0.001,0.01855342462658882,0.01855342462658882,0.0,0.0,0.01855342462658882,0.018330302089452744
84.0,0.001,0.019707564264535904,0.019707564264535904,0.0,0.0,0.019707564264535904,0.018330302089452744
85.0,0.001,0.021062590181827545,0.021062590181827545,0.0,0.0,0.021062590181827545,0.018330302089452744
86.0,0.001,0.018575888127088547,0.018575888127088547,0.0,0.0,0.018575888127088547,0.018330302089452744
87.0,0.001,0.01825622096657753,0.01825622096657753,0.0,0.0,0.01825622096657753,0.01825622096657753
88.0,0.001,0.018505699932575226,0.018505699932575226,0.0,0.0,0.018505699932575226,0.01825622096657753
89.0,0.001,0.0200839564204216,0.0200839564204216,0.0,0.0,0.0200839564204216,0.01825622096657753
90.0,0.001,0.018792062997817993,0.018792062997817993,0.0,0.0,0.018792062997817993,0.01825622096657753
91.0,0.001,0.018838372081518173,0.018838372081518173,0.0,0.0,0.018838372081518173,0.01825622096657753
92.0,0.001,0.017970837652683258,0.017970837652683258,0.0,0.0,0.017970837652683258,0.017970837652683258
93.0,0.001,0.018752027302980423,0.018752027302980423,0.0,0.0,0.018752027302980423,0.017970837652683258
94.0,0.001,0.01763136498630047,0.01763136498630047,0.0,0.0,0.01763136498630047,0.01763136498630047
95.0,0.001,0.018402814865112305,0.018402814865112305,0.0,0.0,0.018402814865112305,0.01763136498630047
96.0,0.001,0.01819419488310814,0.01819419488310814,0.0,0.0,0.01819419488310814,0.01763136498630047
97.0,0.001,0.017893783748149872,0.017893783748149872,0.0,0.0,0.017893783748149872,0.01763136498630047
98.0,0.001,0.01767657697200775,0.01767657697200775,0.0,0.0,0.01767657697200775,0.01763136498630047
99.0,0.001,0.018087660893797874,0.018087660893797874,0.0,0.0,0.018087660893797874,0.01763136498630047
100.0,0.001,0.01669091358780861,0.01669091358780861,0.0,0.0,0.01669091358780861,0.01669091358780861
101.0,0.001,0.01679890602827072,0.01679890602827072,0.0,0.0,0.01679890602827072,0.01669091358780861
102.0,0.001,0.017323248088359833,0.017323248088359833,0.0,0.0,0.017323248088359833,0.01669091358780861
103.0,0.001,0.01863817311823368,0.01863817311823368,0.0,0.0,0.01863817311823368,0.01669091358780861
104.0,0.001,0.017484785988926888,0.017484785988926888,0.0,0.0,0.017484785988926888,0.01669091358780861
105.0,0.001,0.016273818910121918,0.016273818910121918,0.0,0.0,0.016273818910121918,0.016273818910121918
106.0,0.001,0.01633099466562271,0.01633099466562271,0.0,0.0,0.01633099466562271,0.016273818910121918
107.0,0.001,0.018303759396076202,0.018303759396076202,0.0,0.0,0.018303759396076202,0.016273818910121918
108.0,0.001,0.018622616305947304,0.018622616305947304,0.0,0.0,0.018622616305947304,0.016273818910121918
109.0,0.001,0.015058925375342369,0.015058925375342369,0.0,0.0,0.015058925375342369,0.015058925375342369
110.0,0.001,0.015473851934075356,0.015473851934075356,0.0,0.0,0.015473851934075356,0.015058925375342369
111.0,0.001,0.019321730360388756,0.019321730360388756,0.0,0.0,0.019321730360388756,0.015058925375342369
112.0,0.001,0.01670127362012863,0.01670127362012863,0.0,0.0,0.01670127362012863,0.015058925375342369
113.0,0.001,0.01540125347673893,0.01540125347673893,0.0,0.0,0.01540125347673893,0.015058925375342369
114.0,0.001,0.014823328703641891,0.014823328703641891,0.0,0.0,0.014823328703641891,0.014823328703641891
115.0,0.001,0.015968041494488716,0.015968041494488716,0.0,0.0,0.015968041494488716,0.014823328703641891
116.0,0.001,0.018013056367635727,0.018013056367635727,0.0,0.0,0.018013056367635727,0.014823328703641891
117.0,0.001,0.01611943542957306,0.01611943542957306,0.0,0.0,0.01611943542957306,0.014823328703641891
118.0,0.001,0.014254119247198105,0.014254119247198105,0.0,0.0,0.014254119247198105,0.014254119247198105
119.0,0.001,0.016518093645572662,0.016518093645572662,0.0,0.0,0.016518093645572662,0.014254119247198105
120.0,0.001,0.015866637229919434,0.015866637229919434,0.0,0.0,0.015866637229919434,0.014254119247198105
121.0,0.001,0.016555633395910263,0.016555633395910263,0.0,0.0,0.016555633395910263,0.014254119247198105
122.0,0.001,0.015600640326738358,0.015600640326738358,0.0,0.0,0.015600640326738358,0.014254119247198105
123.0,0.001,0.016103768721222878,0.016103768721222878,0.0,0.0,0.016103768721222878,0.014254119247198105
124.0,0.001,0.01589764468371868,0.01589764468371868,0.0,0.0,0.01589764468371868,0.014254119247198105
125.0,0.001,0.015359136275947094,0.015359136275947094,0.0,0.0,0.015359136275947094,0.014254119247198105
126.0,0.001,0.014555749483406544,0.014555749483406544,0.0,0.0,0.014555749483406544,0.014254119247198105
127.0,0.001,0.01535013783723116,0.01535013783723116,0.0,0.0,0.01535013783723116,0.014254119247198105
128.0,0.001,0.016863327473402023,0.016863327473402023,0.0,0.0,0.016863327473402023,0.014254119247198105
129.0,0.001,0.01523309014737606,0.01523309014737606,0.0,0.0,0.01523309014737606,0.014254119247198105
130.0,0.001,0.014314614236354828,0.014314614236354828,0.0,0.0,0.014314614236354828,0.014254119247198105
131.0,0.001,0.016698027029633522,0.016698027029633522,0.0,0.0,0.016698027029633522,0.014254119247198105
132.0,0.001,0.017354575917124748,0.017354575917124748,0.0,0.0,0.017354575917124748,0.014254119247198105
133.0,0.001,0.014016040600836277,0.014016040600836277,0.0,0.0,0.014016040600836277,0.014016040600836277
134.0,0.001,0.01295003853738308,0.01295003853738308,0.0,0.0,0.01295003853738308,0.01295003853738308
135.0,0.001,0.014767535962164402,0.014767535962164402,0.0,0.0,0.014767535962164402,0.01295003853738308
136.0,0.001,0.016443394124507904,0.016443394124507904,0.0,0.0,0.016443394124507904,0.01295003853738308
137.0,0.001,0.015719911083579063,0.015719911083579063,0.0,0.0,0.015719911083579063,0.01295003853738308
138.0,0.001,0.014841977506875992,0.014841977506875992,0.0,0.0,0.014841977506875992,0.01295003853738308
139.0,0.001,0.016165180131793022,0.016165180131793022,0.0,0.0,0.016165180131793022,0.01295003853738308
140.0,0.001,0.014255611225962639,0.014255611225962639,0.0,0.0,0.014255611225962639,0.01295003853738308
141.0,0.001,0.014543890953063965,0.014543890953063965,0.0,0.0,0.014543890953063965,0.01295003853738308
142.0,0.001,0.014297464862465858,0.014297464862465858,0.0,0.0,0.014297464862465858,0.01295003853738308
143.0,0.001,0.014764931052923203,0.014764931052923203,0.0,0.0,0.014764931052923203,0.01295003853738308
144.0,0.001,0.01553601399064064,0.01553601399064064,0.0,0.0,0.01553601399064064,0.01295003853738308
145.0,0.001,0.017246998846530914,0.017246998846530914,0.0,0.0,0.017246998846530914,0.01295003853738308
146.0,0.001,0.01324084959924221,0.01324084959924221,0.0,0.0,0.01324084959924221,0.01295003853738308
147.0,0.001,0.01270759105682373,0.01270759105682373,0.0,0.0,0.01270759105682373,0.01270759105682373
148.0,0.001,0.01411440223455429,0.01411440223455429,0.0,0.0,0.01411440223455429,0.01270759105682373
149.0,0.001,0.01575653813779354,0.01575653813779354,0.0,0.0,0.01575653813779354,0.01270759105682373
150.0,0.001,0.015237022191286087,0.015237022191286087,0.0,0.0,0.015237022191286087,0.01270759105682373
151.0,0.001,0.015288381837308407,0.015288381837308407,0.0,0.0,0.015288381837308407,0.01270759105682373
152.0,0.001,0.01401644665747881,0.01401644665747881,0.0,0.0,0.01401644665747881,0.01270759105682373
153.0,0.001,0.014917777851223946,0.014917777851223946,0.0,0.0,0.014917777851223946,0.01270759105682373
154.0,0.001,0.012379113584756851,0.012379113584756851,0.0,0.0,0.012379113584756851,0.012379113584756851
155.0,0.001,0.013920983299612999,0.013920983299612999,0.0,0.0,0.013920983299612999,0.012379113584756851
156.0,0.001,0.014029505662620068,0.014029505662620068,0.0,0.0,0.014029505662620068,0.012379113584756851
157.0,0.001,0.01585150696337223,0.01585150696337223,0.0,0.0,0.01585150696337223,0.012379113584756851
158.0,0.001,0.014162098057568073,0.014162098057568073,0.0,0.0,0.014162098057568073,0.012379113584756851
159.0,0.001,0.013627259060740471,0.013627259060740471,0.0,0.0,0.013627259060740471,0.012379113584756851
160.0,0.001,0.01410023681819439,0.01410023681819439,0.0,0.0,0.01410023681819439,0.012379113584756851
161.0,0.001,0.014187910594046116,0.014187910594046116,0.0,0.0,0.014187910594046116,0.012379113584756851
162.0,0.001,0.014375007711350918,0.014375007711350918,0.0,0.0,0.014375007711350918,0.012379113584756851
163.0,0.001,0.014048977755010128,0.014048977755010128,0.0,0.0,0.014048977755010128,0.012379113584756851
164.0,0.001,0.014436963945627213,0.014436963945627213,0.0,0.0,0.014436963945627213,0.012379113584756851
165.0,0.001,0.013492521829903126,0.013492521829903126,0.0,0.0,0.013492521829903126,0.012379113584756851
166.0,0.001,0.012588279321789742,0.012588279321789742,0.0,0.0,0.012588279321789742,0.012379113584756851
167.0,0.001,0.014661557972431183,0.014661557972431183,0.0,0.0,0.014661557972431183,0.012379113584756851
168.0,0.001,0.013198968023061752,0.013198968023061752,0.0,0.0,0.013198968023061752,0.012379113584756851
169.0,0.001,0.013623193837702274,0.013623193837702274,0.0,0.0,0.013623193837702274,0.012379113584756851
170.0,0.001,0.012276018038392067,0.012276018038392067,0.0,0.0,0.012276018038392067,0.012276018038392067
171.0,0.001,0.013461261987686157,0.013461261987686157,0.0,0.0,0.013461261987686157,0.012276018038392067
172.0,0.001,0.015504182316362858,0.015504182316362858,0.0,0.0,0.015504182316362858,0.012276018038392067
173.0,0.001,0.011791607365012169,0.011791607365012169,0.0,0.0,0.011791607365012169,0.011791607365012169
174.0,0.001,0.010915210470557213,0.010915210470557213,0.0,0.0,0.010915210470557213,0.010915210470557213
175.0,0.001,0.014024834148585796,0.014024834148585796,0.0,0.0,0.014024834148585796,0.010915210470557213
176.0,0.001,0.016791339963674545,0.016791339963674545,0.0,0.0,0.016791339963674545,0.010915210470557213
177.0,0.001,0.01151672936975956,0.01151672936975956,0.0,0.0,0.01151672936975956,0.010915210470557213
178.0,0.001,0.011395815759897232,0.011395815759897232,0.0,0.0,0.011395815759897232,0.010915210470557213
179.0,0.001,0.015102406963706017,0.015102406963706017,0.0,0.0,0.015102406963706017,0.010915210470557213
180.0,0.001,0.012548581697046757,0.012548581697046757,0.0,0.0,0.012548581697046757,0.010915210470557213
181.0,0.001,0.011293531395494938,0.011293531395494938,0.0,0.0,0.011293531395494938,0.010915210470557213
182.0,0.001,0.012774145230650902,0.012774145230650902,0.0,0.0,0.012774145230650902,0.010915210470557213
183.0,0.001,0.0148508595302701,0.0148508595302701,0.0,0.0,0.0148508595302701,0.010915210470557213
184.0,0.001,0.01283000037074089,0.01283000037074089,0.0,0.0,0.01283000037074089,0.010915210470557213
185.0,0.001,0.013610528782010078,0.013610528782010078,0.0,0.0,0.013610528782010078,0.010915210470557213
186.0,0.001,0.013074684888124466,0.013074684888124466,0.0,0.0,0.013074684888124466,0.010915210470557213
187.0,0.001,0.01171192992478609,0.01171192992478609,0.0,0.0,0.01171192992478609,0.010915210470557213
188.0,0.001,0.013301430270075798,0.013301430270075798,0.0,0.0,0.013301430270075798,0.010915210470557213
189.0,0.001,0.014882778748869896,0.014882778748869896,0.0,0.0,0.014882778748869896,0.010915210470557213
190.0,0.001,0.013163294643163681,0.013163294643163681,0.0,0.0,0.013163294643163681,0.010915210470557213
191.0,0.001,0.011817244812846184,0.011817244812846184,0.0,0.0,0.011817244812846184,0.010915210470557213
192.0,0.001,0.013415122404694557,0.013415122404694557,0.0,0.0,0.013415122404694557,0.010915210470557213
193.0,0.001,0.014538321644067764,0.014538321644067764,0.0,0.0,0.014538321644067764,0.010915210470557213
194.0,0.001,0.013245904818177223,0.013245904818177223,0.0,0.0,0.013245904818177223,0.010915210470557213
195.0,0.001,0.011937793344259262,0.011937793344259262,0.0,0.0,0.011937793344259262,0.010915210470557213
196.0,0.001,0.012692166492342949,0.012692166492342949,0.0,0.0,0.012692166492342949,0.010915210470557213
197.0,0.001,0.014260616153478622,0.014260616153478622,0.0,0.0,0.014260616153478622,0.010915210470557213
198.0,0.001,0.013057932257652283,0.013057932257652283,0.0,0.0,0.013057932257652283,0.010915210470557213
199.0,0.001,0.010705084539949894,0.010705084539949894,0.0,0.0,0.010705084539949894,0.010705084539949894
200.0,0.001,0.012227952480316162,0.012227952480316162,0.0,0.0,0.012227952480316162,0.010705084539949894
201.0,0.001,0.014339186251163483,0.014339186251163483,0.0,0.0,0.014339186251163483,0.010705084539949894
202.0,0.001,0.011784547008574009,0.011784547008574009,0.0,0.0,0.011784547008574009,0.010705084539949894
203.0,0.001,0.01164306327700615,0.01164306327700615,0.0,0.0,0.01164306327700615,0.010705084539949894
204.0,0.001,0.01398726087063551,0.01398726087063551,0.0,0.0,0.01398726087063551,0.010705084539949894
205.0,0.001,0.012773927301168442,0.012773927301168442,0.0,0.0,0.012773927301168442,0.010705084539949894
206.0,0.001,0.011025536805391312,0.011025536805391312,0.0,0.0,0.011025536805391312,0.010705084539949894
207.0,0.001,0.014475460164248943,0.014475460164248943,0.0,0.0,0.014475460164248943,0.010705084539949894
208.0,0.001,0.013830836862325668,0.013830836862325668,0.0,0.0,0.013830836862325668,0.010705084539949894
209.0,0.001,0.010679568164050579,0.010679568164050579,0.0,0.0,0.010679568164050579,0.010679568164050579
210.0,0.001,0.010837637819349766,0.010837637819349766,0.0,0.0,0.010837637819349766,0.010679568164050579
211.0,0.001,0.014307990670204163,0.014307990670204163,0.0,0.0,0.014307990670204163,0.010679568164050579
212.0,0.001,0.011151431128382683,0.011151431128382683,0.0,0.0,0.011151431128382683,0.010679568164050579
213.0,0.001,0.011568817310035229,0.011568817310035229,0.0,0.0,0.011568817310035229,0.010679568164050579
214.0,0.001,0.011652383953332901,0.011652383953332901,0.0,0.0,0.011652383953332901,0.010679568164050579
215.0,0.001,0.011281386017799377,0.011281386017799377,0.0,0.0,0.011281386017799377,0.010679568164050579
216.0,0.001,0.013724904507398605,0.013724904507398605,0.0,0.0,0.013724904507398605,0.010679568164050579
217.0,0.001,0.01435316726565361,0.01435316726565361,0.0,0.0,0.01435316726565361,0.010679568164050579
218.0,0.001,0.010887372307479382,0.010887372307479382,0.0,0.0,0.010887372307479382,0.010679568164050579
219.0,0.001,0.009459647350013256,0.009459647350013256,0.0,0.0,0.009459647350013256,0.009459647350013256
