epoch,train_loss,train_nmse,val_loss,val_nmse
1,0.03132763618680959,0.015993692579237783,0.039420480352904026,0.023000929693080253
2,0.031462721335313595,0.016205159985499148,0.03942171426606365,0.023001103112862135
3,0.031136738552401462,0.015879625188196467,0.039418915578668626,0.023000221437663036
4,0.031170345024050524,0.015912924246998347,0.039419037588716795,0.023000155969930346
5,0.0313339209870901,0.016076532419538124,0.039419387060722025,0.02300017967718304
6,0.031287562646127,0.016030444174054234,0.039423015733094265,0.02300139614356643
7,0.031280574809837466,0.01602350495173596,0.039421579692861995,0.023000806896016003
